query	taxid	go
NODE_241_length_299_cov_1.327434_g236_i0	9541	GO:0006869;GO:0008202;GO:0034384;GO:0045296;GO:0003723;GO:0008203;GO:0006629;GO:0003676;GO:0005515;GO:0008289
NODE_242_length_298_cov_11.648889_g237_i0	8090	GO:0003676
NODE_243_length_298_cov_2.240000_g238_i0	9595	GO:0032981;GO:0055114
NODE_244_length_297_cov_1.040179_g239_i0	9606	GO:0030335;GO:0019903;GO:0045217;GO:0021772;GO:0004672;GO:0071345;GO:0008285;GO:0008360;GO:0036006;GO:0005524;GO:0007169;GO:0019955;GO:0060603;GO:0016310;GO:0030316;GO:2000147;GO:0071902;GO:0004888;GO:0004714;GO:0031529;GO:0021879;GO:0016301;GO:0061098;GO:0007275;GO:0016740;GO:0048015;GO:0002376;GO:0042531;GO:0008283;GO:0005011;GO:0008284;GO:0009968;GO:0007165;GO:0046777;GO:0046488;GO:0000166;GO:0018108;GO:0042803;GO:0006954;GO:0004713;GO:0005515;GO:0045124;GO:0045087;GO:0038145;GO:0007411;GO:0030154;GO:0006468;GO:0043066;GO:2000249;GO:0019221;GO:0090197;GO:0030225;GO:0001934;GO:0030097;GO:0070374;GO:0030224
NODE_245_length_296_cov_2.421525_g240_i0	9606	GO:0043312
NODE_246_length_296_cov_1.372197_g241_i0	61853	GO:0010744;GO:0010886;GO:0006911;GO:0005044;GO:0006898;GO:0097242;GO:0034381;GO:0030301;GO:0005515;GO:0010629;GO:0006897;GO:0042953;GO:0001540;GO:0030169
NODE_247_length_296_cov_1.201794_g242_i0	9606	GO:0046718;GO:0090160;GO:0008626;GO:1902513;GO:0048102;GO:0001618;GO:0050821;GO:0072594;GO:0045954;GO:0005515;GO:0016032;GO:0043323;GO:0043312;GO:0019904;GO:0019899
NODE_248_length_296_cov_1.049327_g243_i0	10116	GO:0051015;GO:0034021;GO:0030041;GO:0090314;GO:2000251;GO:0035254;GO:0071364;GO:0071933;GO:0014911;GO:0051491;GO:1905926;GO:0030833;GO:0034314;GO:0072752;GO:0035650;GO:0071803;GO:0036120;GO:0003779;GO:0005515;GO:0070301;GO:0070528;GO:0010592;GO:0051117;GO:1990090;GO:0044877;GO:0019894;GO:0005200;GO:2000814
NODE_249_length_296_cov_1.031390_g244_i0	9595	GO:0030350;GO:0010040;GO:0009791;GO:0008198;GO:0003723;GO:0006099;GO:0016829;GO:0051538;GO:0051536;GO:0050892;GO:0010468;GO:0003994;GO:0006101;GO:0006879;GO:0005515;GO:0051539;GO:0006417;GO:0046872
NODE_250_length_294_cov_1.723982_g245_i0	9606	GO:0042593;GO:0006006;GO:0005524;GO:0003725;GO:0016740;GO:0003723;GO:0002376;GO:0045071;GO:0006955;GO:0060333;GO:0060700;GO:0000166;GO:0051607;GO:0009615;GO:0060337;GO:0005515;GO:0035457;GO:0045087;GO:0001730;GO:0016779;GO:0046872
NODE_251_length_294_cov_1.633484_g246_i0	9606	GO:0005515;GO:1990830
NODE_252_length_294_cov_0.882353_g247_i0	9606	GO:0008150;GO:0016567;GO:0003674;GO:0005515
NODE_253_length_293_cov_1.404545_g248_i0	754307	GO:0008152;GO:0003824;GO:0006099;GO:0016829;GO:0006979;GO:0006106;GO:0055114;GO:0016491;GO:0004333;GO:0006108
NODE_254_length_293_cov_1.359091_g249_i0	9595	GO:0006874;GO:0005509;GO:0003723;GO:0007283;GO:2000384;GO:0006457;GO:1902230;GO:0051082;GO:0009615;GO:0008134;GO:0005515;GO:0043066;GO:0006816;GO:0019827;GO:0042981
NODE_256_length_289_cov_1.648148_g251_i0	9601	GO:0009749;GO:0042802;GO:0003824;GO:0000287;GO:0005524;GO:0030145;GO:0019706;GO:0009267;GO:0004356;GO:0051260;GO:0051968;GO:0008652;GO:0016829;GO:0008283;GO:0000166;GO:0016874;GO:0005515;GO:0006538;GO:0045503;GO:0006536;GO:0032024;GO:0006542;GO:0006807;GO:0001504;GO:0019676;GO:0016595;GO:0050679
NODE_257_length_288_cov_1.432558_g252_i0	9595	GO:0008150;GO:0045815;GO:0005524;GO:0016310;GO:0006338;GO:0016301;GO:0016740;GO:0035173;GO:0006974;GO:0016572;GO:0042393;GO:0006333;GO:0003674;GO:0000166;GO:0018108;GO:0004715;GO:0004713;GO:0005515;GO:0006357;GO:0008270;GO:0046872
NODE_258_length_288_cov_1.093023_g253_i0	9606	GO:0006986;GO:0007283
NODE_259_length_287_cov_16.901869_g254_i0	932676	GO:0015031;GO:0071916;GO:0055085;GO:0035442;GO:0015833
NODE_260_length_287_cov_1.799065_g255_i0	9541	GO:0002183;GO:0008150;GO:0003723;GO:0003743;GO:0006413;GO:0006412;GO:0003674;GO:0008237;GO:0005515;GO:0006508;GO:0006446;GO:0001732
NODE_261_length_286_cov_3.173709_g256_i0	8030	GO:0003735;GO:0006412
NODE_262_length_285_cov_3.094340_g257_i0	655827	GO:0030145;GO:0016787;GO:0006508;GO:0004177;GO:0046872
NODE_263_length_285_cov_1.141509_g258_i0	227377	GO:0008150;GO:0003674
NODE_264_length_285_cov_1.103774_g259_i0	9606	GO:0043687;GO:0016567;GO:0022008;GO:0007517;GO:0005515;GO:0043393;GO:0030154
NODE_268_length_283_cov_2.219048_g263_i0	479436	GO:0009405
NODE_269_length_283_cov_1.480952_g264_i0	77133	GO:0016740;GO:0008811
NODE_270_length_282_cov_15.095694_g265_i0	1150469	GO:0016740
NODE_271_length_282_cov_1.033493_g266_i0	9595	GO:0006094;GO:0003824;GO:0006107;GO:0005975;GO:0030060;GO:0003723;GO:0006099;GO:0046554;GO:0016615;GO:0055114;GO:0016491;GO:0042803;GO:0043621;GO:0006734;GO:0016616;GO:0006475;GO:0009060;GO:0006108;GO:0019752
NODE_272_length_281_cov_3.418269_g267_i0	9595	GO:0042605;GO:0002504;GO:0019886;GO:0032395;GO:0032729;GO:0002376;GO:0050870;GO:0006955;GO:0060333;GO:0042102;GO:0019882;GO:0050852
NODE_273_length_281_cov_1.125000_g268_i0	9913	GO:0019901;GO:0017048;GO:0030866;GO:0022604
NODE_274_length_280_cov_1.801932_g269_i0	10090	GO:0048027;GO:0034644;GO:1904803;GO:0003735;GO:0042273;GO:0002181;GO:0006364;GO:0071480;GO:1990928;GO:0007634;GO:0006614;GO:0003723;GO:0055085;GO:0060059;GO:0000184;GO:0006413;GO:0006412;GO:0045727;GO:0003674;GO:1902164;GO:0005515;GO:1902167;GO:0046872;GO:0006977
NODE_275_length_280_cov_1.294686_g270_i0	10090	GO:0015031;GO:0006895;GO:0003674;GO:0007029
NODE_276_length_279_cov_2.271845_g271_i0	10090	GO:0051443;GO:0003735;GO:0006364;GO:0071353;GO:0045296;GO:0006614;GO:0003723;GO:0000028;GO:0001731;GO:0003729;GO:0000184;GO:0006413;GO:0006412;GO:0045471;GO:0005515;GO:0017134;GO:0044877;GO:0019899
NODE_278_length_279_cov_1.330097_g273_i0	9940	GO:0003735;GO:0002181;GO:0008150;GO:0042254;GO:0071353;GO:0019901;GO:0006614;GO:0003723;GO:0010269;GO:0035722;GO:0043022;GO:0000184;GO:0000027;GO:0006413;GO:0006412;GO:0033674;GO:0007595;GO:0003674;GO:1904628;GO:0045859;GO:0005515;GO:0042277;GO:0070180;GO:1904401;GO:0071320;GO:0019887;GO:0006417
NODE_279_length_279_cov_1.131068_g274_i0	81824	GO:0003924;GO:0006414;GO:0003746;GO:0005525
NODE_281_length_276_cov_1.911330_g276_i0	83333	GO:0007155;GO:0005524
NODE_282_length_275_cov_2.445545_g277_i0	9606	GO:0003735;GO:0006412
NODE_284_length_275_cov_0.846535_g279_i0	9544	GO:0000413;GO:0010923;GO:0016853;GO:0003779;GO:0005515;GO:0003755;GO:0006897
NODE_285_length_274_cov_3.691542_g280_i0	9541	GO:1905573;GO:0019216;GO:0007193;GO:0060736;GO:0060742;GO:1905576;GO:1905574;GO:0004565;GO:0048589;GO:0006665;GO:0006629;GO:1905577;GO:0042803;GO:0005543;GO:1903206;GO:0071310;GO:0043408;GO:0001664;GO:1905575;GO:1905572;GO:0043410
NODE_286_length_274_cov_1.681592_g281_i0	479436	GO:0016310;GO:0016301;GO:0016740;GO:0015969;GO:0008728
NODE_287_length_274_cov_1.288557_g282_i0	9601	GO:0001525;GO:0006436;GO:0006418;GO:0004812;GO:0005524;GO:0004830;GO:0006412;GO:0000166;GO:0016874
NODE_288_length_273_cov_1.265000_g283_i0	9595	GO:0043392;GO:0003677;GO:0045893;GO:0000122;GO:0034340;GO:1902044;GO:0045765;GO:0006978;GO:0046983;GO:0010596;GO:0000723;GO:0043433;GO:0060333;GO:0070087;GO:0051271;GO:0060337;GO:0000981;GO:0005515;GO:0046826;GO:0016032;GO:1902041;GO:0045185;GO:0034341;GO:0019900;GO:0046872;GO:0019904
NODE_289_length_272_cov_2.251256_g284_i0	8469	GO:0006096;GO:0003735;GO:0004332;GO:0002181;GO:0045296;GO:0006614;GO:0003723;GO:0000184;GO:0006413;GO:0006412;GO:0016787;GO:0005515
NODE_290_length_272_cov_1.306533_g285_i0	9606	GO:0071286;GO:0006002;GO:0008152;GO:0042802;GO:0016208;GO:0006094;GO:0003824;GO:0000122;GO:0005975;GO:0006000;GO:0030388;GO:0006111;GO:0046580;GO:0042132;GO:0016791;GO:0030308;GO:0042578;GO:0005986;GO:0035690;GO:0016787;GO:0005515;GO:0048029;GO:0051289;GO:0045820;GO:0016311;GO:0046872
NODE_291_length_271_cov_43.181818_g286_i0	9541	GO:0005272;GO:0006814;GO:0006811;GO:0035725
NODE_292_length_271_cov_10.429293_g287_i0	83333	GO:0003677;GO:0090305;GO:0032067;GO:0015666;GO:0004519;GO:0009307;GO:0051599
NODE_293_length_270_cov_4.705539_g288_i0	9606	GO:0048146;GO:0015075;GO:0005509;GO:0034220;GO:0048306;GO:0007409;GO:0044548;GO:0007165;GO:0042803;GO:0005515;GO:0005523;GO:0008270;GO:0046872
NODE_294_length_269_cov_1.576531_g289_i0	574521	GO:0003677
NODE_295_length_268_cov_1.958974_g290_i0	9595	GO:0007420;GO:0003735;GO:0045773;GO:0050772;GO:0006614;GO:0003723;GO:0003360;GO:0000184;GO:0006413;GO:0006412;GO:0071417;GO:0008097;GO:0005515;GO:0030154
NODE_296_length_268_cov_1.323077_g291_i0	167879	GO:0008150;GO:0003674
NODE_297_length_266_cov_1.357513_g292_i0	9606	GO:0051015;GO:0060327;GO:0006930;GO:0045773;GO:0048812;GO:2000114;GO:0045296;GO:0007409;GO:0007275;GO:2001222;GO:2001224;GO:0038007;GO:0007265;GO:0061163;GO:0005515;GO:0061573;GO:0032488;GO:0019894
NODE_298_length_266_cov_1.202073_g293_i0	905067	GO:0015415;GO:0006817;GO:0005524;GO:0005315;GO:0099133;GO:0000166;GO:0035435;GO:0016787;GO:0016887
NODE_299_length_265_cov_3.182292_g294_i0	9544	GO:0016538;GO:0004672;GO:0000278;GO:0007088;GO:0000079;GO:0019901;GO:0045787;GO:0007283;GO:0008284;GO:0051726;GO:0006468
NODE_300_length_265_cov_1.208333_g295_i0	9606	GO:0005515
NODE_301_length_264_cov_2.439791_g296_i0	981085	GO:0030001;GO:0046873
NODE_302_length_264_cov_1.607330_g297_i0	483908	GO:0016787
NODE_303_length_264_cov_1.502618_g298_i0	1207055	GO:0015920;GO:0010033;GO:0061024;GO:0043165
NODE_304_length_264_cov_1.235602_g299_i0	456482	GO:0004747;GO:0008686;GO:0016310;GO:0016301;GO:0046835;GO:0016740;GO:0009231;GO:0016829;GO:0016853;GO:0046872
NODE_305_length_263_cov_4.821053_g300_i0	9986	GO:0003735;GO:0003924;GO:0008150;GO:0003677;GO:0005509;GO:0006614;GO:0003723;GO:0007165;GO:0000184;GO:0007005;GO:0006915;GO:0006413;GO:0006412;GO:0003674;GO:0000166;GO:0005515;GO:0005525
NODE_306_length_263_cov_4.052632_g301_i0	7668	GO:0003924;GO:0006886;GO:0005525;GO:0032482
NODE_308_length_263_cov_1.626316_g303_i0	9606	GO:0000278;GO:0051301;GO:0042127;GO:0019901;GO:0006915;GO:0008637;GO:0000281;GO:0045860;GO:0007049
NODE_309_length_262_cov_3.846561_g304_i0	316055	GO:0008237;GO:0006508
NODE_311_length_262_cov_1.407407_g306_i0	450749	GO:0051537;GO:0003824;GO:0005506;GO:0016740;GO:0051536;GO:0009102;GO:0004076;GO:0051539;GO:0046872
NODE_312_length_262_cov_1.227513_g307_i0	13616	GO:1900271;GO:0045947;GO:0017148;GO:0008143;GO:0003723;GO:0007283;GO:0000900;GO:0003729;GO:0030371;GO:0003676;GO:0007613;GO:0005515;GO:0008270;GO:0006417
NODE_313_length_261_cov_1.489362_g308_i0	10090	GO:0008150;GO:0003674
NODE_314_length_261_cov_1.313830_g309_i0	717774	GO:0003824;GO:0009236;GO:0051116;GO:0009058;GO:0016874;GO:0031177
NODE_315_length_260_cov_2.417112_g310_i0	10090	GO:0031625;GO:0044183;GO:0009408;GO:0043531;GO:1903842;GO:0006606;GO:0005524;GO:0051087;GO:0097214;GO:1904764;GO:0098880;GO:0055131;GO:0009267;GO:0005102;GO:0061740;GO:0045892;GO:1990833;GO:0010628;GO:1904593;GO:0045296;GO:0043624;GO:0008380;GO:0040036;GO:0003723;GO:0006986;GO:0031072;GO:0016192;GO:0050766;GO:0051787;GO:0061635;GO:0016191;GO:0031101;GO:0061024;GO:0042623;GO:0031647;GO:0061077;GO:0006457;GO:0046777;GO:0046686;GO:0051726;GO:0000166;GO:0044788;GO:0006397;GO:0008088;GO:0043254;GO:0046688;GO:0034605;GO:1902904;GO:1900034;GO:0051082;GO:0008134;GO:0048260;GO:0061684;GO:0042026;GO:0010667;GO:0048568;GO:0005515;GO:1904589;GO:0072318;GO:0001786;GO:0016887;GO:0007369;GO:0000398;GO:0045862;GO:0061741;GO:0042277;GO:0016032;GO:0031686;GO:0023026;GO:1902946;GO:0001664;GO:1904592;GO:0001916;GO:0019221;GO:1990832;GO:0061738;GO:0046034;GO:0030674;GO:0051085;GO:0034620;GO:0009792;GO:0099175;GO:0044829;GO:0043312;GO:0043488;GO:0043085;GO:0051219;GO:0048026;GO:0019899
NODE_316_length_258_cov_1.675676_g311_i0	562	GO:0045226;GO:0016740;GO:0016829;GO:0016853;GO:0008460;GO:0009246;GO:0009103;GO:0009225
NODE_317_length_257_cov_19.815217_g312_i0	226230	GO:0043457;GO:0003674
NODE_318_length_257_cov_1.690217_g313_i0	981085	GO:0003924;GO:0042256;GO:0030001;GO:0046873;GO:0006414;GO:0003746;GO:0005525
NODE_319_length_257_cov_0.858696_g314_i0	28377	GO:0003677;GO:0045893;GO:0001077;GO:0042789;GO:0000978;GO:0045944;GO:0043565;GO:0008134;GO:0000981;GO:0005515;GO:0000987;GO:0003700;GO:0008022;GO:0006355;GO:0006357
NODE_321_length_256_cov_1.043716_g316_i0	9606	GO:0007166;GO:1901741;GO:0007165;GO:0005515;GO:0043312
NODE_322_length_255_cov_3.340659_g317_i0	9595	GO:0007596;GO:0045916;GO:0042730;GO:0010466;GO:0006958;GO:0004867;GO:0030449;GO:0010951;GO:0030193;GO:0002576;GO:0002376;GO:0007597;GO:0007568;GO:0001869;GO:0005515;GO:0045087;GO:0007599;GO:0030414;GO:0008015
NODE_323_length_255_cov_1.697802_g318_i0	9595	GO:0008233;GO:0010466;GO:0042802;GO:0003677;GO:0004867;GO:0043687;GO:0010951;GO:0008236;GO:0044267;GO:0002576;GO:0007186;GO:0046914;GO:0008201;GO:0005515;GO:0016787;GO:0030414;GO:0006508;GO:0004252;GO:0046872
NODE_324_length_255_cov_1.263736_g319_i0	10141	GO:0003735;GO:0006364;GO:0030218;GO:0006614;GO:0003723;GO:0000184;GO:0006413;GO:0006412;GO:0005515
NODE_325_length_254_cov_2.524862_g320_i0	9606	GO:0003677;GO:0006974;GO:0030889;GO:0050853;GO:0043065;GO:0005515;GO:0043312;GO:0006968
NODE_326_length_254_cov_1.508287_g321_i0	981085	GO:0000287;GO:0015977;GO:0016984
NODE_327_length_253_cov_2.211111_g322_i0	9606	GO:0071157;GO:0061515;GO:0030854;GO:0045660;GO:2000035;GO:0043066
NODE_329_length_253_cov_1.294444_g324_i0	9595	GO:0000209;GO:0016740;GO:0016567;GO:0006511;GO:0004842;GO:0016874;GO:0005515;GO:0061631
NODE_330_length_253_cov_1.166667_g325_i0	9544	GO:0005085;GO:0007264;GO:0005088;GO:0043547
NODE_331_length_253_cov_0.866667_g326_i0	9913	GO:0030423;GO:0006396;GO:0005524;GO:0031047;GO:0006309;GO:0003723;GO:0004386;GO:0016891;GO:0030422;GO:0031054;GO:0004530;GO:0000166;GO:0004525;GO:0004518;GO:0003676;GO:0016787;GO:0004519;GO:0090501;GO:0046872;GO:0090502
NODE_332_length_253_cov_0.866667_g327_i0	10090	GO:0008233;GO:1903955;GO:0008536;GO:0000209;GO:0071456;GO:0043171;GO:0008237;GO:0016787;GO:0042277;GO:0006886;GO:0006508;GO:0070006;GO:0004177;GO:0008270;GO:0046872
NODE_333_length_253_cov_0.866667_g328_i0	9595	GO:0006478;GO:0016740;GO:0008476;GO:0042803;GO:0050427
NODE_334_length_252_cov_564.033520_g329_i0	8364	GO:0004672;GO:0005524;GO:0004674;GO:0000166;GO:0006468
NODE_335_length_252_cov_1.737430_g330_i0	1182680	GO:0003677;GO:0006351;GO:0006355
NODE_336_length_252_cov_1.698324_g331_i0	9595	GO:0021766;GO:0001755;GO:0048598;GO:0008150;GO:0007399;GO:0003677;GO:0048023;GO:0000122;GO:1902748;GO:0070412;GO:0007417;GO:0021846;GO:0001756;GO:0050772;GO:0001843;GO:0045636;GO:0097324;GO:0019208;GO:0030177;GO:1903056;GO:0001227;GO:0045944;GO:0003674;GO:0043565;GO:0043507;GO:0003676;GO:0000981;GO:0048066;GO:0005515;GO:0061373;GO:0021540;GO:0021957;GO:0001205;GO:0048668;GO:0046872
NODE_338_length_252_cov_1.424581_g333_i0	1204343	GO:0009082;GO:0008652;GO:0003861;GO:0016829;GO:0051536;GO:0016853;GO:0009098;GO:0051539;GO:0046872
NODE_339_length_252_cov_1.290503_g334_i0	9595	GO:0008104;GO:0008150;GO:0005524;GO:0003723;GO:0004386;GO:0003674;GO:0000166;GO:0003676;GO:0005515;GO:0016787;GO:0000398;GO:0042981
NODE_340_length_252_cov_1.111732_g335_i0	9541	GO:0043547;GO:0071889;GO:0017137;GO:0042803;GO:0005096;GO:0005515;GO:0090630;GO:0006886;GO:1902017
NODE_341_length_252_cov_1.111732_g336_i0	7998	GO:0003735;GO:0006412
NODE_342_length_252_cov_0.865922_g337_i0	290338	GO:0003677;GO:0006525;GO:0051259;GO:0034618;GO:0008652;GO:0006526;GO:0003700;GO:0006355
NODE_343_length_251_cov_1.539326_g338_i0	10090	GO:0008150;GO:0003674
NODE_344_length_251_cov_1.292135_g339_i0	9606	GO:0052689;GO:0018738;GO:0016787;GO:0046294
NODE_345_length_251_cov_0.876404_g340_i0	562	GO:0003677;GO:0006351;GO:0003700;GO:0006355
NODE_346_length_251_cov_0.870787_g341_i0	562	GO:0008233;GO:0003677;GO:0005524;GO:0006270;GO:0006508
NODE_347_length_251_cov_0.870787_g342_i0	9606	GO:0048008;GO:0033327;GO:0008210;GO:0008585;GO:0060325;GO:0006661;GO:0009791;GO:0051898;GO:0031529;GO:0007283;GO:0060021;GO:0030165;GO:0048705;GO:0045184;GO:0008209;GO:0014065;GO:0043325;GO:0050853;GO:0001553;GO:0005515;GO:0070301;GO:0035264;GO:0008289
NODE_349_length_250_cov_1.757062_g344_i0	768727	GO:0003824;GO:0005975;GO:0016740;GO:0016829;GO:0016746;GO:0008861
NODE_350_length_250_cov_0.881356_g345_i0	1316254	GO:0003824;GO:0005975;GO:0016740;GO:0016829;GO:0016746;GO:0008861
NODE_351_length_250_cov_0.881356_g346_i0	9606	GO:0021766;GO:0007420;GO:0007028;GO:0042802;GO:0005524;GO:0099609;GO:1990048;GO:0008432;GO:0035774;GO:1990049;GO:1903078;GO:0035617;GO:0008017;GO:0045296;GO:0051642;GO:0072383;GO:0071346;GO:0043268;GO:1905152;GO:0099641;GO:0000166;GO:0042391;GO:0031340;GO:0090316;GO:0005515;GO:0016887;GO:0032230;GO:0003777;GO:0047496;GO:0007018
NODE_352_length_250_cov_0.881356_g347_i0	9483	GO:0016740;GO:0032259;GO:0002946;GO:0008168;GO:0016428
NODE_353_length_250_cov_0.875706_g348_i0	10090	GO:0051015;GO:0030335;GO:1901017;GO:0030274;GO:0044237;GO:0008307;GO:1901224;GO:0015031;GO:0048549;GO:0030036;GO:0007507;GO:0042802;GO:0008092;GO:0030375;GO:0007155;GO:0055013;GO:0030050;GO:0030168;GO:0003725;GO:0051272;GO:0033209;GO:0030507;GO:0048041;GO:0032029;GO:0000165;GO:1903506;GO:0048384;GO:0007030;GO:0005088;GO:0005509;GO:0043267;GO:0030049;GO:0046983;GO:0002576;GO:0009086;GO:0001654;GO:0042974;GO:0030374;GO:0030239;GO:0016740;GO:0003723;GO:2001259;GO:0099186;GO:1903508;GO:0043495;GO:2000009;GO:0072659;GO:0086097;GO:0048741;GO:0030035;GO:0044325;GO:0034452;GO:0031419;GO:0008705;GO:0005178;GO:1901018;GO:0032259;GO:0051234;GO:0099173;GO:1900025;GO:0043268;GO:0070080;GO:0000977;GO:0051373;GO:0051695;GO:0001882;GO:0030220;GO:0046928;GO:0042391;GO:0045214;GO:0043462;GO:0017166;GO:0042803;GO:1902396;GO:0003779;GO:0051393;GO:0031432;GO:0070527;GO:0051271;GO:0047485;GO:0008168;GO:0031490;GO:0007015;GO:0005515;GO:0035357;GO:0051017;GO:0030865;GO:0051289;GO:2001137;GO:0006936;GO:0005546;GO:0001666;GO:0070830;GO:0032417;GO:0007041;GO:0030674;GO:0051764;GO:0044877;GO:0036344;GO:0005523;GO:0042558;GO:0051219;GO:0045505;GO:0051639;GO:0019894;GO:0035257;GO:0046872;GO:0003713;GO:0019904;GO:0042981
NODE_354_length_250_cov_0.875706_g349_i0	61853	GO:0009116;GO:0006218;GO:0003824;GO:0009166;GO:0006139;GO:0016740;GO:0016763;GO:0042149;GO:0006220;GO:0046135;GO:0044206;GO:0046108;GO:0004850;GO:0016757;GO:0043097
NODE_356_length_250_cov_0.875706_g351_i0	13616	GO:0015914;GO:1990050
NODE_357_length_250_cov_0.870056_g352_i0	9595	GO:0004672;GO:0008150;GO:0005524;GO:0005506;GO:0000302;GO:0031491;GO:0016310;GO:2000331;GO:0032981;GO:0016301;GO:0016740;GO:0048038;GO:0055085;GO:0051536;GO:0008340;GO:0050136;GO:0016655;GO:0008137;GO:0003954;GO:0015990;GO:0055114;GO:0006120;GO:0016491;GO:0006325;GO:0002121;GO:0005515;GO:0051539;GO:0006468;GO:0008270;GO:0030976;GO:0002020;GO:0006281;GO:0016779;GO:0009060;GO:0046872
NODE_359_length_249_cov_1.772727_g354_i0	9606	GO:0097091;GO:0008150;GO:0048790;GO:0005509;GO:0030073;GO:0017157;GO:0007010;GO:0005544;GO:0007416;GO:0016079;GO:0005522;GO:0099526;GO:0001222;GO:0019933;GO:0035418;GO:0098882;GO:0005515;GO:0016080;GO:0046872
NODE_360_length_249_cov_0.886364_g355_i0	9595	GO:0008233;GO:0000973;GO:0015031;GO:0006606;GO:0003677;GO:0006913;GO:0006260;GO:0051028;GO:0008236;GO:0051292;GO:0034398;GO:0008139;GO:0005215;GO:0003723;GO:0006405;GO:1903508;GO:1990841;GO:0003729;GO:0006999;GO:0043565;GO:0016787;GO:0005515;GO:0042277;GO:0016032;GO:0006508;GO:0017056;GO:0006406;GO:0006355;GO:0048026;GO:0003713
NODE_361_length_249_cov_0.886364_g356_i0	83333	GO:0006974
NODE_362_length_249_cov_0.880682_g357_i0	9606	GO:0034453;GO:0008017;GO:0005515
NODE_363_length_249_cov_0.880682_g358_i0	10141	GO:0071044;GO:0097428;GO:0016740;GO:0003723;GO:1990074;GO:0051536;GO:0050265;GO:0010526;GO:0031054;GO:0003676;GO:0005198;GO:0031123;GO:0005515;GO:0010586;GO:0071076;GO:0001556;GO:0035198;GO:0000289;GO:0008270;GO:0070569;GO:0016779;GO:0046872
NODE_364_length_249_cov_0.863636_g359_i0	9598	GO:0043392;GO:0097202;GO:0000122;GO:0010506;GO:0001078;GO:0003690;GO:0045892;GO:0032731;GO:0042771;GO:0042149;GO:0045071;GO:0000978;GO:0071479;GO:0045944;GO:0072332;GO:0051607;GO:0008134;GO:0002218;GO:2000117;GO:0045824;GO:0040029;GO:0030224
NODE_365_length_248_cov_1.577143_g360_i0	7220	GO:0102953;GO:0016740;GO:0036374;GO:0006751;GO:0016746;GO:0103068;GO:0006508
NODE_366_length_248_cov_0.885714_g361_i0	883156	GO:0003735;GO:0003723;GO:0019843;GO:0006412
NODE_367_length_248_cov_0.880000_g362_i0	9606	GO:0010466;GO:2000675;GO:0045296;GO:0003723;GO:0097340;GO:0010859;GO:0005515;GO:0004869;GO:1990709;GO:0030414;GO:0004866;GO:0002020
NODE_368_length_248_cov_0.874286_g363_i0	9606	GO:0008150;GO:0005524;GO:0003674;GO:0000166
NODE_369_length_247_cov_1.402299_g364_i0	9031	GO:0005215;GO:0055085;GO:0006811;GO:0015125;GO:0015347;GO:0043252;GO:0015721
NODE_370_length_247_cov_0.885057_g365_i0	1144315	GO:0005506;GO:0016705;GO:0010181;GO:0055114;GO:0016491;GO:0070330;GO:0003958;GO:0020037;GO:0046872
NODE_371_length_247_cov_0.879310_g366_i0	10181	GO:0015031;GO:0006892;GO:0006887;GO:0005515;GO:0043312;GO:0006897;GO:0019904
NODE_373_length_247_cov_0.867816_g368_i0	9595	GO:0003735;GO:0070126;GO:0003723;GO:0006412;GO:0070125
NODE_374_length_246_cov_0.901734_g369_i0	9595	GO:0004521;GO:0003723;GO:0004518;GO:0016787;GO:0005515;GO:0004519;GO:0008270;GO:0003727;GO:0046872;GO:0090502
NODE_375_length_246_cov_0.901734_g370_i0	10090	GO:0042802;GO:0000165;GO:0002091;GO:0061630;GO:0008139;GO:0016740;GO:0016567;GO:0034063;GO:0009968;GO:0004842;GO:0003676;GO:0007265;GO:0005515;GO:0008022;GO:0033962;GO:0008270;GO:0005154;GO:0046872
